collocation,count,count_nested,length,lambda,z
holding the,2,0,2,1.5760187802872103,2.153411768524976
and help,3,0,2,1.2461222836544148,2.151424308041299
who restore,1,0,2,2.0997728916265714,2.1483274539221022
who were,1,0,2,2.0997728916265714,2.1483274539221022
another and,1,0,2,2.0257899091885445,2.1445293205187843
fighters and,1,0,2,2.0257899091885445,2.1445293205187843
politicians and,1,0,2,2.0257899091885445,2.1445293205187843
workers and,1,0,2,2.0257899091885445,2.1445293205187843
ursula for,1,0,2,2.015519107683719,2.133694990082655
warrior for,1,0,2,2.015519107683719,2.133694990082655
joined our,1,0,2,1.9036454105003846,2.121800468451011
today in,1,0,2,1.8212207979410013,2.1111261565377064
world in,1,0,2,1.8212207979410013,2.1111261565377064
each state,1,0,2,1.7855328426110255,2.111099708039312
all kharkiv,1,0,2,1.8938128596628225,2.1109008197065813
to ensure,1,0,2,1.9487012290414671,2.1107603563063555
memory of,1,0,2,1.9786636854331012,2.094811043063983
victory of,1,0,2,1.9786636854331012,2.094811043063983
brings the,1,0,2,2.162396636473799,2.0914812855626774
condemned the,1,0,2,2.162396636473799,2.0914812855626774
get the,1,0,2,2.162396636473799,2.0914812855626774
helped the,1,0,2,2.162396636473799,2.0914812855626774
particular the,1,0,2,2.162396636473799,2.0914812855626774
restore the,1,0,2,2.162396636473799,2.0914812855626774
saves the,1,0,2,2.162396636473799,2.0914812855626774
under the,1,0,2,2.162396636473799,2.0914812855626774
understands the,1,0,2,2.162396636473799,2.0914812855626774
whom the,1,0,2,2.162396636473799,2.0914812855626774
friends and,2,0,2,1.4399990402406715,2.0838391373517093
state and,2,0,2,1.4399990402406715,2.0838391373517093
and actions,1,0,2,1.959071119893933,2.074136152532524
and clear,1,0,2,1.959071119893933,2.074136152532524
and peace,1,0,2,1.959071119893933,2.074136152532524
and sincerely,1,0,2,1.959071119893933,2.074136152532524
the need,2,0,2,1.5385283776554997,2.0636682646971436
the team,2,0,2,1.5385283776554997,2.0636682646971436
people who,4,0,2,1.0467415851225303,2.060832418321169
you are,2,0,2,1.3482760387469703,2.0561632654578097
worked to,1,0,2,1.8573482217288395,2.0453086914601655
for me,1,0,2,1.9115646397448212,2.023994435744789
for freedom,2,0,2,1.4025321816145455,2.0178570413722374
us to,3,0,2,1.130875516635955,1.9940560193167685
of each,1,0,2,1.8388208744542494,1.992175738198798
of how,1,0,2,1.8388208744542494,1.992175738198798
of war,1,0,2,1.8388208744542494,1.992175738198798
humanitarian and,1,0,2,1.8249743491744963,1.9772254001573955
meeting and,1,0,2,1.8249743491744963,1.9772254001573955
security and,1,0,2,1.8249743491744963,1.9772254001573955
countries who,1,0,2,1.8571303927707026,1.9665226152414088
fighters who,1,0,2,1.8571303927707026,1.9665226152414088
warrior who,1,0,2,1.8571303927707026,1.9665226152414088
both for,1,0,2,1.8147034846850827,1.966134816690562
decisions for,1,0,2,1.8147034846850827,1.966134816690562
working for,1,0,2,1.8147034846850827,1.966134816690562
to justice,1,0,2,1.7815029690608652,1.9621224107506021
to kyiv,1,0,2,1.7815029690608652,1.9621224107506021
who fight,1,0,2,1.8483124353080227,1.9572108609231087
who spoke,1,0,2,1.8483124353080227,1.9572108609231087
grateful on,1,0,2,1.6372174765411758,1.9401931521253228
army of,1,0,2,1.7778478310216472,1.9263312176327365
decisions of,1,0,2,1.7778478310216472,1.9263312176327365
first of,1,0,2,1.7778478310216472,1.9263312176327365
this help,1,0,2,1.633241772958579,1.9239120993557675
this russian,1,0,2,1.633241772958579,1.9239120993557675
for new,2,0,2,1.3254253678834056,1.9187256381726125
ukraine in,2,0,2,1.2612021376368547,1.9184541267540616
the bakhmut,1,0,2,1.981996933013474,1.91729354455961
the congress,1,0,2,1.981996933013474,1.91729354455961
the continued,1,0,2,1.981996933013474,1.91729354455961
the council,1,0,2,1.981996933013474,1.91729354455961
the courage,1,0,2,1.981996933013474,1.91729354455961
the crimes,1,0,2,1.981996933013474,1.91729354455961
the determination,1,0,2,1.981996933013474,1.91729354455961
the evil,1,0,2,1.981996933013474,1.91729354455961
the exchanges,1,0,2,1.981996933013474,1.91729354455961
the fully,1,0,2,1.981996933013474,1.91729354455961
the leader,1,0,2,1.981996933013474,1.91729354455961
the local,1,0,2,1.981996933013474,1.91729354455961
the majority,1,0,2,1.981996933013474,1.91729354455961
the mission,1,0,2,1.981996933013474,1.91729354455961
the modern,1,0,2,1.981996933013474,1.91729354455961
the much,1,0,2,1.981996933013474,1.91729354455961
the organization,1,0,2,1.981996933013474,1.91729354455961
the partner,1,0,2,1.981996933013474,1.91729354455961
the pilots,1,0,2,1.981996933013474,1.91729354455961
the port,1,0,2,1.981996933013474,1.91729354455961
the pressure,1,0,2,1.981996933013474,1.91729354455961
the return,1,0,2,1.981996933013474,1.91729354455961
the specialists,1,0,2,1.981996933013474,1.91729354455961
the steps,1,0,2,1.981996933013474,1.91729354455961
the strength,1,0,2,1.981996933013474,1.91729354455961
the success,1,0,2,1.981996933013474,1.91729354455961
the tavria,1,0,2,1.981996933013474,1.91729354455961
freedom to,1,0,2,1.7141035759596457,1.9114914273089083
help in,1,0,2,1.6327446579959355,1.9078629089677992
and air,1,0,2,1.7582551389455465,1.9051673601228
and ensure,1,0,2,1.7582551389455465,1.9051673601228
and humanitarian,1,0,2,1.7582551389455465,1.9051673601228
and really,1,0,2,1.7582551389455465,1.9051673601228
our cities,1,0,2,1.7017671429518082,1.897790065461168
our donbas,1,0,2,1.7017671429518082,1.897790065461168
our military,1,0,2,1.7017671429518082,1.897790065461168
our position,1,0,2,1.7017671429518082,1.897790065461168
helping our,1,0,2,1.666970693482172,1.8912723576321404
all partners,3,0,2,1.05952854297264,1.8867717247943
be the,2,0,2,1.339333156209669,1.879935806205642
ukraine is,1,0,2,1.5810426528844042,1.876884300715602
being the,1,0,2,1.8257760979095596,1.8686121795226631
defending the,1,0,2,1.8257760979095596,1.8686121795226631
despite the,1,0,2,1.8257760979095596,1.8686121795226631
maintain the,1,0,2,1.8257760979095596,1.8686121795226631
make the,1,0,2,1.8257760979095596,1.8686121795226631
stop the,1,0,2,1.8257760979095596,1.8686121795226631
strengthen the,1,0,2,1.8257760979095596,1.8686121795226631
of kyiv,1,0,2,1.6716219881690517,1.8415155206254605
of weapons,1,0,2,1.6716219881690517,1.8415155206254605
of what,1,0,2,1.6716219881690517,1.8415155206254605
this support,2,0,2,1.2045629489284861,1.8410150901961488
of his,2,0,2,1.252784722049355,1.8389508353192576
grateful for,5,0,2,0.8265430343914941,1.8317102828685259
ukraine you,1,0,2,1.541921782539663,1.8314168905508381
who also,2,0,2,1.2619960747117025,1.8272349623341946
to donbas,1,0,2,1.6382579293132367,1.8272311020227636
military and,1,0,2,1.6577753789706529,1.8263103003176202
ukrainians and,1,0,2,1.6577753789706529,1.8263103003176202
in world,1,0,2,1.5582684493884205,1.8215781311027517
leaders for,1,0,2,1.6475044514783954,1.8150306482391183
more for,1,0,2,1.6475044514783954,1.8150306482391183
support is,1,0,2,1.5139296932192854,1.7990943446394854
service who,1,0,2,1.6563137119068327,1.795008956524739
assistance to,1,0,2,1.5887966101950937,1.789292505810825
it in,1,0,2,1.5242483678622667,1.7882543439420662
who held,1,0,2,1.6474956904809266,1.7854770142743688
leaders of,1,0,2,1.6106485663349976,1.774548561993615
supporting this,1,0,2,1.5043949074949274,1.7737950689734885
to work,2,0,2,1.1955576074006524,1.7721186783049032
support you,1,0,2,1.474808704351861,1.7535387348439317
and attention,1,0,2,1.5910557476852045,1.7530239931462064
and only,1,0,2,1.5910557476852045,1.7530239931462064
and provide,1,0,2,1.5910557476852045,1.7530239931462064
and special,1,0,2,1.5910557476852045,1.7530239931462064
defense and,2,0,2,1.1799075037889901,1.7385569985228448
and today,2,0,2,1.1719649167266994,1.720777519522499
of cities,1,0,2,1.5283763219358024,1.7050682088012132
of kharkiv,1,0,2,1.5283763219358024,1.7050682088012132
of life,1,0,2,1.5283763219358024,1.7050682088012132
to service,1,0,2,1.5129505694567607,1.7041789419079603
for resilience,1,0,2,1.5435486328245809,1.7008217827193743
him and,1,0,2,1.5145296287944416,1.6896669152316925
other and,1,0,2,1.5145296287944416,1.6896669152316925
package and,1,0,2,1.5145296287944416,1.6896669152316925
sanctions and,1,0,2,1.5145296287944416,1.6896669152316925
understand and,1,0,2,1.5145296287944416,1.6896669152316925
the friend,1,0,2,1.6453745011381498,1.6842689774975674
the great,1,0,2,1.6453745011381498,1.6842689774975674
the journalists,1,0,2,1.6453745011381498,1.6842689774975674
the political,1,0,2,1.6453745011381498,1.6842689774975674
the units,1,0,2,1.6453745011381498,1.6842689774975674
all energy,1,0,2,1.4657967215277068,1.6830271752873844
all leaders,1,0,2,1.4657967215277068,1.6830271752873844
package for,1,0,2,1.504258638281074,1.67824182410318
helping to,1,0,2,1.4774271315863492,1.6770917677150174
important to,1,0,2,1.4774271315863492,1.6770917677150174
continue the,1,0,2,1.574313345688897,1.6676585445539605
ensure the,1,0,2,1.574313345688897,1.6676585445539605
protect the,1,0,2,1.574313345688897,1.6676585445539605
up the,1,0,2,1.574313345688897,1.6676585445539605
when the,1,0,2,1.574313345688897,1.6676585445539605
our security,1,0,2,1.465090574397067,1.6631385610981573
states who,2,0,2,1.1323953672351585,1.6562228025813754
understanding the,2,0,2,1.1479809852899283,1.6412161709644324
to its,2,0,2,1.0976301831283748,1.6355590991481652
who was,1,0,2,1.4802955351192815,1.6312942527950132
that every,1,0,2,1.370673590245041,1.6304579581718321
this country,1,0,2,1.3715290391639214,1.626681729190857
and military,1,0,2,1.447809576330281,1.6154358614500905
and thank,1,0,2,1.447809576330281,1.6154358614500905
to personally,1,0,2,1.4015806966425493,1.5912833439682552
of service,1,0,2,1.4030683354125972,1.5807803565125478
warriors for,2,0,2,1.0610995178599847,1.5735963896087846
to help,2,0,2,1.0520233003808457,1.5712110288375853
assistance and,1,0,2,1.3892215583039504,1.5652233854359991
holding and,1,0,2,1.3892215583039504,1.5652233854359991
together and,1,0,2,1.3892215583039504,1.5652233854359991
to every,3,0,2,0.8792311211083486,1.5634287764264396
for life,1,0,2,1.4003021439753758,1.5625609877914752
for working,1,0,2,1.4003021439753758,1.5625609877914752
who will,2,0,2,1.0608865902999924,1.5582047687059
defends this,1,0,2,1.310785525039101,1.5535980407297048
in its,1,0,2,1.3062462068084277,1.540393394783036
i have,1,0,2,1.2989531221980484,1.5363521799966569
as the,2,0,2,1.0644508762021037,1.5327325444257007
for our,14,0,2,0.4197247533365993,1.5096200116278509
the energy,2,0,2,1.0583540196603534,1.5009346387353764
in defense,1,0,2,1.2626194718688757,1.490908328659486
in supporting,1,0,2,1.2626194718688757,1.490908328659486
and defend,1,0,2,1.3225010845388094,1.4902423225866135
and initiative,1,0,2,1.3225010845388094,1.4902423225866135
and intelligence,1,0,2,1.3225010845388094,1.4902423225866135
and prime,1,0,2,1.3225010845388094,1.4902423225866135
army the,1,0,2,1.3734943042837358,1.4890794184352927
both the,1,0,2,1.3734943042837358,1.4890794184352927
ensures the,1,0,2,1.3734943042837358,1.4890794184352927
what the,1,0,2,1.3734943042837358,1.4890794184352927
that this,2,0,2,0.963865974531485,1.4784906658452865
the efforts,1,0,2,1.3939098550411269,1.4768317467856693
the fight,1,0,2,1.3939098550411269,1.4768317467856693
the memory,1,0,2,1.3939098550411269,1.4768317467856693
of sincere,1,0,2,1.2916978357504754,1.4668787784497739
now and,1,0,2,1.2778509746502047,1.4511950967178648
this on,1,0,2,1.2190178076489182,1.4505167934086567
everything for,1,0,2,1.267579858039795,1.4395605536970706
personally for,1,0,2,1.267579858039795,1.4395605536970706
for a,3,0,2,0.8149395583988639,1.4393233503452831
for them,1,0,2,1.2749933345972237,1.436833533527859
today the,2,0,2,0.9873413128616324,1.430515668047977
work of,1,0,2,1.2307232780533501,1.3978050927484662
to russia,1,0,2,1.2102369220433153,1.390546035190657
to victory,1,0,2,1.2102369220433153,1.390546035190657
works to,1,0,2,1.2025586312016256,1.387852705028678
and security,1,0,2,1.2111300794617634,1.375603657359825
our combat,1,0,2,1.1902218876061148,1.3736582377853652
with all,1,0,2,1.1492194003372311,1.371518162561271
principled and,1,0,2,1.1776225465365753,1.346100826584273
russia and,1,0,2,1.1776225465365753,1.346100826584273
occupiers for,1,0,2,1.1673513668502176,1.3343882452563958
against the,1,0,2,1.2062918516677754,1.3298503281357967
was the,1,0,2,1.2062918516677754,1.3298503281357967
ukraine that,1,0,2,1.0980479943736687,1.31048568989736
as to,1,0,2,1.12545366375552,1.3040235254297996
the address,1,0,2,1.1930889191940783,1.2937429706487256
the air,1,0,2,1.1930889191940783,1.2937429706487256
and defense,2,0,2,0.8609364351897595,1.2867138220983159
and your,2,0,2,0.8609364351897595,1.2867138220983159
in support,2,0,2,0.830422006940748,1.2744444273720188
all who,14,0,2,0.35272227111103627,1.2703787805004003
and do,1,0,2,1.110901229802461,1.2700026000099278
personally who,1,0,2,1.109185850721129,1.2600472399883653
on ukraine,1,0,2,1.0515936041470597,1.2505996063336189
to the,22,0,2,0.28029517523537617,1.242725772598373
help our,1,0,2,1.0549170370303809,1.2357464396948523
that ukraine,2,0,2,0.8037158555307151,1.2349657049645648
all world,1,0,2,1.0450840768020855,1.2242661984740093
that in,2,0,2,0.7950264664578519,1.2217191869596842
partners in,1,0,2,1.011583207706592,1.2039105838033441
supported the,1,0,2,1.0630426180579906,1.1868154528431234
are all,1,0,2,0.9893424225826191,1.1833786179718868
and energy,1,0,2,1.0197840393527675,1.1721966903464343
people in,1,0,2,0.9811362151515375,1.1684351156040031
and states,2,0,2,0.7754872727793609,1.163730664259553
minister and,1,0,2,1.0029791572147475,1.1580582905291357
understanding and,1,0,2,1.0029791572147475,1.1580582905291357
works and,1,0,2,1.0029791572147475,1.1580582905291357
ukraine for,3,0,2,0.6423712488004778,1.1477496809062089
minister for,1,0,2,0.9927078513215937,1.1462234431933673
you and,5,0,2,0.5079469362301658,1.13994807655946
the attention,1,0,2,1.0258845715704503,1.131190956255174
the kyiv,1,0,2,1.0258845715704503,1.131190956255174
the officers,1,0,2,1.0258845715704503,1.131190956255174
the unwavering,1,0,2,1.0258845715704503,1.131190956255174
to those,2,0,2,0.7466551042162815,1.1299268766692336
for victory,1,0,2,0.9722753360963183,1.1176884476053035
and government,1,0,2,0.936256997021953,1.0811661594125201
as for,1,0,2,0.9156017144220081,1.0613944071357417
all european,1,0,2,0.8864303952700696,1.044420940568222
not to,1,0,2,0.8653665557932111,1.0142631714838268
you to,4,0,2,0.4924038608194663,1.0062062909728913
and understanding,1,0,2,0.8591505013401137,0.9960688932340257
to such,1,0,2,0.8485018674677305,0.9923301448624202
support this,1,0,2,0.8186925892215864,0.9797405462101834
and defends,2,0,2,0.6236733401299421,0.9420077221924611
state of,1,0,2,0.8071398942167602,0.9389619677775061
our ukrainian,1,0,2,0.797315557788542,0.9365226191798306
ukrainian and,1,0,2,0.7874326165813617,0.918715843762624
president and,2,0,2,0.5900869891264344,0.8944848162831371
of such,1,0,2,0.7386146135605174,0.8640353452147469
to ukrainian,1,0,2,0.7338026867696021,0.862059824349799
the day,1,0,2,0.7573199913010036,0.8540644556822484
the initiative,1,0,2,0.7573199913010036,0.8540644556822484
the service,1,0,2,0.7573199913010036,0.8540644556822484
and at,1,0,2,0.7207091902814085,0.840984443506094
partners of,2,0,2,0.5428070302761228,0.8229533625300373
for that,5,0,2,0.365849183706243,0.822479671554976
our work,1,0,2,0.6943731569872538,0.8185903829972889
friends who,1,0,2,0.6855983261874525,0.7977558015076618
states of,1,0,2,0.6776374016676134,0.792806358172254
all states,1,0,2,0.6674602915295111,0.7916969337380062
with ukraine,1,0,2,0.6600026849189085,0.790649449329239
helps the,3,0,2,0.44459219766652947,0.787425571231764
defenders for,1,0,2,0.6555099252636001,0.7686827830371915
the warriors,3,0,2,0.43127753146452985,0.7576167999135843
to support,3,0,2,0.4144043266244859,0.7486462005073153
to their,2,0,2,0.4867780898224696,0.7430334880265095
of us,3,0,2,0.4109111275261843,0.7405150220955059
the important,1,0,2,0.6459440254628952,0.734265949847586
the willingness,1,0,2,0.6459440254628952,0.734265949847586
of ukrainian,1,0,2,0.6239141760800646,0.7331522791577912
ukrainian who,1,0,2,0.6187607528581125,0.7221627348059163
for it,1,0,2,0.6105330212892082,0.7143924684900441
for such,1,0,2,0.6105330212892082,0.7143924684900441
have the,2,0,2,0.47517799567381225,0.7109285754945232
is the,4,0,2,0.3377667029591467,0.6809493903541584
have to,1,0,2,0.5697025244878213,0.6745202295712253
and to,13,0,2,0.18921797974169774,0.6622834014797876
the work,2,0,2,0.43796061303333644,0.650526468913166
of this,5,0,2,0.2734909560582288,0.6182079419491305
warriors and,1,0,2,0.5071220649254193,0.5981114551929279
you that,1,0,2,0.48995888147834576,0.589134191778261
who today,1,0,2,0.48828864361030244,0.5727799985683497
for all,4,0,2,0.2723211524247042,0.5561765156469577
but the,1,0,2,0.4743651506324127,0.5503100057228496
